,customerID,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
90,3345,0,1,1,0.41666666666666663,0,2,2,0,0,0,0,0.6348258706467661,0.34134762633996935,0
91,1663,1,0,0,0.013888888888888888,0,0,0,2,0,0,2,0.5616915422885572,0.876416539050536,0
92,5137,0,1,1,0.9166666666666666,2,0,2,2,2,1,3,0.654228855721393,0.7223583460949464,0
93,4305,0,0,0,0.9027777777777777,2,2,2,0,0,1,1,0.9233830845771144,0.8537519142419602,0
94,6945,0,0,0,1.0,0,2,2,0,2,1,0,0.8223880597014926,0.8807044410413476,0
95,6099,0,0,0,0.16666666666666666,2,0,0,0,0,1,2,0.6039800995024875,0.9776416539050535,1
96,6908,0,1,1,0.986111111111111,2,2,0,2,1,1,1,0.4835820895522387,0.6153139356814701,0
97,173,0,0,0,0.06944444444444445,1,1,1,1,0,0,3,0.027860696517412936,0.03859111791730475,1
98,2249,0,0,0,0.7222222222222222,1,1,1,1,2,0,0,0.027363184079601977,0.031087289433384378,0
99,3208,1,1,0,0.3472222222222222,0,2,2,0,0,1,2,0.7985074626865671,0.3330781010719755,1
100,4530,0,0,0,0.013888888888888888,1,1,1,1,0,0,3,0.019402985074626844,0.2465543644716692,0
101,2575,0,1,1,0.013888888888888888,1,1,1,1,0,0,2,0.011940298507462671,0.22710566615620215,0
102,5064,0,0,0,0.5277777777777778,0,0,2,2,1,0,0,0.763681592039801,0.47810107197549767,0
103,3835,1,1,0,0.9166666666666666,0,2,2,0,1,0,0,0.2716417910447761,0.40275650842266464,0
104,2233,0,1,0,0.9444444444444444,0,2,2,2,2,1,0,0.9129353233830845,0.8932618683001531,1
105,4386,0,0,0,0.06944444444444445,0,0,0,0,0,0,3,0.06019900497512437,0.00015313935681470137,0
106,4782,0,1,1,1.0,2,2,0,0,1,1,2,0.854726368159204,0.8686064318529861,0
107,6863,0,0,0,0.4444444444444444,2,0,0,0,1,0,3,0.11840796019900496,0.9777947932618682,0
108,6067,0,0,0,0.5972222222222222,0,0,0,0,1,0,3,0.7572139303482587,0.5142419601837672,0
109,1968,0,1,1,1.0,1,1,1,1,2,0,1,0.011442786069651711,0.1007656967840735,0
110,327,0,1,0,0.7638888888888888,2,2,0,0,0,1,2,0.7810945273631841,0.6724349157733537,1
111,3173,0,0,0,0.7222222222222222,2,0,2,2,1,0,1,0.3950248756218906,0.40459418070444103,0
112,4055,0,0,0,0.5972222222222222,0,2,2,0,0,1,2,0.7303482587064677,0.5176110260336907,0
113,3419,1,1,0,0.5138888888888888,0,0,0,0,0,1,2,0.5796019900497512,0.3790199081163859,1
114,3735,0,1,1,0.8888888888888888,0,2,0,2,2,1,2,0.36169154228855727,0.45436447166921895,0
115,2142,0,1,1,0.041666666666666664,2,2,0,0,0,0,2,0.7124378109452736,0.32588055130168453,0
116,6732,0,0,0,0.5,2,0,0,0,2,0,0,0.127363184079602,0.03675344563552833,0
117,3763,0,1,1,0.1388888888888889,2,0,0,0,0,1,2,0.8159203980099502,0.01898928024502297,1
118,5961,0,0,0,0.5694444444444444,1,1,1,1,2,0,3,0.023880597014925342,0.9433384379785604,0
119,6644,0,1,1,0.375,0,2,0,2,0,1,1,0.6661691542288557,0.27090352220520675,0
120,745,0,1,1,0.7777777777777777,0,0,2,0,1,1,1,0.8114427860696517,0.701531393568147,0
121,2032,0,0,0,0.08333333333333333,1,1,1,1,0,0,3,0.024378109452736302,0.03522205206738131,0
122,274,0,0,0,0.041666666666666664,0,0,0,0,0,1,2,0.5587064676616916,0.29571209800918835,1
123,4607,0,1,1,0.09722222222222221,2,0,0,0,0,0,3,0.32288557213930347,0.46539050535987747,0
124,5130,0,1,1,0.05555555555555555,1,1,1,1,0,0,3,0.025870646766169153,0.7722817764165391,0
125,3222,0,0,0,0.4583333333333333,2,0,0,2,2,1,2,0.7034825870646766,0.403062787136294,0
126,3079,1,0,0,0.375,0,0,2,0,0,1,2,0.5950248756218905,0.26875957120980093,1
127,4794,0,1,0,1.0,1,1,1,1,2,1,0,0.0527363184079602,0.1880551301684533,0
128,2760,0,0,0,0.013888888888888888,1,1,1,1,0,0,3,0.014925373134328346,0.22802450229709034,0
129,1808,1,0,0,0.986111111111111,2,2,0,0,1,1,2,0.3800995024875622,0.5211332312404288,0
130,1989,0,0,0,0.18055555555555555,0,0,0,0,0,1,2,0.6736318407960199,0.06033690658499234,0
131,4403,0,1,1,0.3472222222222222,2,2,2,0,0,1,1,0.4014925373134328,0.13966309341500766,1
132,6058,0,0,0,0.9305555555555555,0,0,0,2,2,0,0,0.32139303482587056,0.4344563552833078,0
133,2158,0,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.17114427860696518,0.4643185298621746,1
134,1632,0,0,0,0.027777777777777776,0,0,0,0,0,0,2,0.25970149253731345,0.9277182235834609,1
135,5539,0,0,0,0.5972222222222222,1,1,1,1,2,1,1,0.07412935323383085,0.05329249617151608,0
136,5570,0,0,0,0.3194444444444444,2,0,0,0,0,1,0,0.5646766169154228,0.19969372128637058,0
137,2656,0,1,1,0.8888888888888888,1,1,1,1,2,0,3,0.019402985074626844,0.0781010719754977,0
138,4410,0,0,1,0.7916666666666666,1,1,1,1,2,1,3,0.013432835820895522,0.04885145482388974,0
139,262,1,1,0,0.013888888888888888,0,0,0,0,0,1,3,0.5194029850746269,0.8437978560490046,1
140,2197,1,1,1,1.0,2,2,2,2,2,1,1,0.6945273631840796,0.7921898928024502,0
141,2863,0,0,0,0.1111111111111111,2,0,0,2,0,0,2,0.5263681592039802,0.7142419601837672,1
142,751,0,1,0,0.8472222222222222,0,2,0,0,2,1,0,0.8238805970149253,0.7494640122511486,0
143,1806,0,0,0,0.8888888888888888,2,2,0,0,1,1,1,0.6572139303482587,0.6767228177641653,0
144,775,1,1,0,0.986111111111111,1,1,1,1,2,0,0,0.056716417910447736,0.19571209800918835,0
145,4058,0,1,1,0.9027777777777777,2,2,0,2,2,1,1,0.8039800995024875,0.7914241960183767,0
146,4848,0,0,0,0.041666666666666664,1,1,1,1,1,0,3,0.013432835820895522,0.7630934150076569,0
147,1446,0,0,0,0.013888888888888888,0,0,0,0,0,1,2,0.27263681592039796,0.5851454823889739,1
148,4571,0,0,1,0.41666666666666663,0,2,2,0,1,0,1,0.46019900497512434,0.2339969372128637,0
149,2420,0,1,1,0.20833333333333331,0,2,2,2,0,1,3,0.5099502487562189,0.021592649310872895,0
150,2662,0,1,1,0.1111111111111111,0,0,0,2,0,1,2,0.5004975124378109,0.7150076569678407,0
151,2724,0,0,0,0.09722222222222221,0,0,0,0,0,0,3,0.763681592039801,0.8018376722817764,1
152,1140,0,1,1,0.9722222222222222,2,2,2,0,1,1,1,0.8945273631840797,0.9169984686064319,0
153,6408,0,1,1,0.861111111111111,2,2,2,2,2,0,2,0.6751243781094527,0.669218989280245,0
154,2144,0,1,1,0.08333333333333333,1,1,1,1,0,0,3,0.014427860696517386,0.03828483920367534,0
155,4643,0,1,1,0.19444444444444442,0,0,0,0,0,1,0,0.6233830845771144,0.0444104134762634,0
156,6472,0,0,0,0.3055555555555555,0,0,0,0,0,1,0,0.6557213930348259,0.2110260336906585,0
157,1893,0,1,1,0.3055555555555555,1,1,1,1,1,0,3,0.018905472636815884,0.548698315467075,0
158,4522,0,1,1,0.2222222222222222,2,0,2,0,2,0,3,0.4577114427860697,0.00781010719754977,0
159,5349,0,0,0,0.1388888888888889,1,1,1,1,2,0,0,0.07412935323383085,0.3316998468606432,0
160,6353,0,0,1,0.18055555555555555,2,2,0,0,0,1,2,0.3756218905472637,0.8950995405819295,0
161,589,0,1,0,0.2777777777777778,2,0,0,0,0,0,2,0.6383084577114428,0.16033690658499233,1
162,3124,0,0,0,0.027777777777777776,0,0,0,0,0,1,2,0.5119402985074627,0.09785604900459417,0
163,3250,0,0,0,0.736111111111111,0,2,2,2,2,1,0,0.5537313432835821,0.5180704441041347,0
164,2015,0,1,1,0.15277777777777776,1,1,1,1,1,0,3,0.023383084577114438,0.3010719754977029,0
165,4498,0,1,0,0.9583333333333333,1,1,1,1,2,0,3,0.01641791044776117,0.1009188361408882,0
166,2359,0,0,0,0.05555555555555555,0,0,0,0,0,1,0,0.5238805970149254,0.36339969372128633,1
167,4259,0,1,0,1.0,2,2,2,2,2,1,0,0.7044776119402985,0.7765696784073507,0
168,2406,1,1,0,0.8055555555555555,0,2,2,0,0,1,2,0.2691542288557213,0.35222052067381315,1
169,794,0,1,1,0.2222222222222222,1,1,1,1,0,0,2,0.021393034825870627,0.4272588055130168,0
170,5437,0,1,0,0.5972222222222222,2,0,2,2,1,1,0,0.6567164179104478,0.469218989280245,0
171,1269,0,1,0,0.027777777777777776,0,0,2,2,0,1,2,0.8572139303482588,0.31638591117917303,1
172,4780,0,1,0,0.19444444444444442,0,2,2,2,2,0,3,0.6338308457711442,0.051914241960183766,0
173,475,0,1,0,0.736111111111111,0,0,2,0,1,1,0,0.7621890547263681,0.6491577335375192,1
174,4190,0,0,0,0.4444444444444444,1,1,1,1,1,0,0,0.02288557213930348,0.8009188361408882,0
175,1185,0,1,0,0.4722222222222222,1,1,1,1,0,0,2,0.06417910447761191,0.906125574272588,0
176,1818,1,0,0,0.20833333333333331,0,0,0,0,0,1,3,0.5592039800995025,0.04241960183767228,1
177,1398,1,0,0,0.09722222222222221,2,0,0,0,0,0,0,0.5791044776119403,0.6523736600306278,1
178,4211,0,1,1,0.20833333333333331,0,2,2,0,0,1,0,0.8666666666666666,0.15329249617151608,0
179,2597,0,1,0,0.8472222222222222,1,1,1,1,1,1,1,0.02288557213930348,0.07029096477794793,0
180,4476,0,0,0,0.013888888888888888,0,2,0,0,0,0,0,0.11641791044776117,0.38392036753445635,1
181,4663,0,0,0,0.013888888888888888,0,0,0,0,0,0,3,0.2691542288557213,0.5843797856049004,0
182,6592,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0.6592039800995024,0.8082695252679939,1
183,3926,0,1,1,0.4583333333333333,2,0,2,0,1,0,1,0.5621890547263682,0.3222052067381317,0
184,1288,0,0,0,0.18055555555555555,0,2,2,0,0,1,2,0.6069651741293532,0.033078101071975494,1
185,692,0,1,0,0.013888888888888888,0,0,0,0,0,1,2,0.06517412935323383,0.3130168453292496,1
186,3405,0,0,0,0.2777777777777778,0,2,0,0,0,1,3,0.3338308457711442,0.007350689127105666,0
187,5802,0,0,0,0.041666666666666664,0,0,0,2,0,0,2,0.12089552238805967,0.9339969372128637,0
188,653,0,0,0,0.18055555555555555,1,1,1,1,1,0,2,0.013930348258706454,0.32006125574272587,0
189,5691,0,1,0,0.5555555555555556,0,2,0,0,0,0,1,0.381592039800995,0.30857580398162326,0
190,5047,0,1,1,0.5972222222222222,2,0,0,2,1,1,1,0.5338308457711444,0.42220520673813167,0
191,1695,0,1,0,0.08333333333333333,0,2,2,0,0,1,2,0.7238805970149254,0.6799387442572741,1
192,2076,0,1,1,0.9583333333333333,1,1,1,1,2,0,0,0.014925373134328346,0.10382848392036753,0
193,6816,0,1,1,1.0,2,2,2,0,2,0,1,0.9099502487562189,0.9304747320061255,0
194,1454,0,1,1,0.8194444444444444,1,1,1,1,2,0,1,0.010447761194029848,0.054977029096477795,0
195,1780,0,1,0,0.2777777777777778,2,2,0,2,0,1,2,0.7791044776119402,0.23001531393568148,0
196,6483,0,1,1,0.3333333333333333,1,1,1,1,2,1,0,0.05820895522388059,0.73843797856049,0
197,4373,0,0,0,0.8194444444444444,0,2,2,2,0,1,2,0.92636815920398,0.7990811638591118,0
198,5162,0,1,1,1.0,0,2,2,2,2,1,0,0.9353233830845772,0.9246554364471669,0
199,2549,0,0,1,0.013888888888888888,1,1,1,1,0,0,3,0.02487562189054726,0.24823889739663094,0
200,6561,0,1,0,0.375,2,0,0,2,1,1,1,0.8323383084577115,0.3572741194486983,0
201,6032,0,0,0,0.19444444444444442,0,2,0,2,0,1,1,0.6149253731343283,0.0333843797856049,0
202,2347,0,1,1,0.986111111111111,2,0,2,0,2,0,2,0.8686567164179103,0.8774885145482388,0
203,4994,0,0,1,0.18055555555555555,0,0,0,0,0,1,1,0.5975124378109452,0.011026033690658498,0
204,6461,0,0,0,0.611111111111111,0,0,0,0,0,0,1,0.5034825870646765,0.3908116385911179,0
205,5456,0,0,0,0.4583333333333333,0,2,0,2,1,1,0,0.6139303482587065,0.3577335375191424,0
206,4502,0,1,1,1.0,2,2,2,2,2,1,1,0.37014925373134333,0.5468606431852986,0
207,884,0,0,0,0.013888888888888888,0,0,0,0,0,0,2,0.6134328358208956,0.914854517611026,1
208,5558,0,0,0,0.2638888888888889,2,0,2,2,0,1,2,0.8791044776119402,0.2352220520673813,1
209,929,0,1,0,0.8888888888888888,0,2,2,2,1,1,1,0.8378109452736319,0.8102603369065849,0
210,5567,0,0,0,0.027777777777777776,0,0,0,0,0,1,1,0.2761194029850746,0.9454823889739663,1
211,2944,0,0,0,0.013888888888888888,0,0,0,0,0,0,2,0.06965174129353235,0.32955589586523737,0
212,5094,0,0,1,0.8472222222222222,1,1,1,1,2,0,3,0.014925373134328346,0.03629402756508423,0
213,3303,0,1,1,0.40277777777777773,1,1,1,1,1,0,2,0.01741293532338306,0.6880551301684533,0
214,1717,1,1,0,0.3194444444444444,0,0,0,0,0,0,2,0.682089552238806,0.24196018376722817,0
215,479,0,1,0,0.7916666666666666,2,2,2,0,0,1,0,0.4029850746268656,0.4557427258805513,0
216,6541,0,1,1,1.0,2,2,2,2,2,0,1,0.26865671641791045,0.41761102603369066,0
217,138,0,1,0,0.9166666666666666,2,2,2,2,2,1,0,0.381592039800995,0.49770290964777947,0
218,1377,0,1,1,0.9027777777777777,0,2,2,2,2,1,0,0.6562189054726368,0.6814701378254211,0
219,4605,0,0,0,0.1111111111111111,0,0,0,0,0,1,0,0.6144278606965173,0.7753445635528331,0
220,6621,0,0,0,0.05555555555555555,0,0,0,0,0,1,2,0.5164179104477612,0.3566615620214395,1
221,3098,0,1,0,0.986111111111111,1,1,1,1,2,0,0,0.06467661691542287,0.2128637059724349,0
222,4585,0,1,1,0.013888888888888888,1,1,1,1,1,1,2,0.019402985074626844,0.2465543644716692,0
223,507,0,1,0,0.05555555555555555,0,0,0,2,0,0,3,0.31641791044776113,0.20306278713629403,1
224,4226,0,0,0,0.16666666666666666,1,1,1,1,1,1,0,0.010945273631840807,0.2767228177641654,0
225,4821,0,0,0,0.3333333333333333,2,0,0,0,1,1,3,0.3218905472636816,0.08039816232771822,0
226,4496,0,1,1,0.4305555555555555,2,0,2,2,1,1,3,0.6258706467661692,0.3366003062787136,0
227,1521,0,1,0,0.013888888888888888,0,0,0,0,0,0,3,0.36766169154228856,0.6983154670750382,1
228,3377,0,0,0,0.41666666666666663,0,0,0,2,0,1,1,0.7129353233830846,0.36217457886676874,0
229,645,0,1,1,0.6527777777777778,2,2,0,2,2,1,1,0.6671641791044776,0.5352220520673813,0
230,1816,0,0,0,0.75,2,2,0,2,2,1,1,0.8930348258706468,0.7283307810107197,0
231,2316,0,0,0,0.6944444444444444,2,2,0,2,0,1,1,0.7487562189054726,0.614854517611026,0
232,6313,0,0,0,0.013888888888888888,2,0,0,0,0,1,3,0.6601990049751243,0.945635528330781,1
233,5038,0,0,0,1.0,1,1,1,1,2,0,1,0.019900497512437804,0.15558958652373658,0
234,1334,0,0,0,0.40277777777777773,1,1,1,1,0,0,2,0.06865671641791044,0.8467075038284839,0
235,861,0,0,0,0.027777777777777776,0,2,0,0,0,1,3,0.3597014925373134,0.04119448698315467,1
236,423,0,0,0,0.1388888888888889,0,0,0,2,2,1,3,0.1129353233830846,0.39555895865237367,0
237,6977,0,1,0,0.25,0,0,0,0,0,1,2,0.546268656716418,0.08591117917304747,0
238,54,1,0,0,0.15277777777777776,0,2,0,0,0,1,2,0.763681592039801,0.03537519142419602,1
239,6505,0,0,0,0.2222222222222222,1,1,1,1,2,0,3,0.014925373134328346,0.3761102603369066,0
240,5190,0,0,0,1.0,0,2,2,2,2,0,0,0.6800995024875621,0.7852986217457887,0
241,4685,0,0,0,1.0,0,2,2,2,2,0,0,0.9049751243781096,0.9105666156202143,0
242,5364,0,1,1,0.5694444444444444,2,0,0,2,1,1,1,0.5616915422885572,0.4243491577335375,0
243,6395,1,1,0,0.9027777777777777,2,2,2,0,0,0,2,0.7577114427860697,0.7655436447166921,0
244,3150,1,0,0,0.18055555555555555,0,2,2,0,0,1,2,0.363681592039801,0.8689127105666156,0
245,129,1,0,0,0.05555555555555555,2,0,0,0,0,0,2,0.5681592039800994,0.36385911179173047,0
246,187,0,0,0,0.5694444444444444,0,0,2,0,1,0,3,0.46517412935323377,0.3349157733537519,0
247,7012,1,0,0,0.20833333333333331,0,2,0,0,0,1,2,0.5587064676616916,0.0223583460949464,1
248,207,0,0,0,0.013888888888888888,2,0,0,0,0,1,3,0.3014925373134328,0.6203675344563553,1
249,655,0,0,0,0.5833333333333333,2,2,2,0,1,1,2,0.8034825870646766,0.5594180704441041,0
250,2854,0,1,0,0.7083333333333333,2,2,2,0,1,1,2,0.7487562189054726,0.6004594180704441,0
251,3232,0,1,1,0.027777777777777776,0,0,0,0,0,0,2,0.518905472636816,0.13231240428790197,1
252,6700,1,1,0,0.013888888888888888,0,2,0,0,0,0,2,0.218407960199005,0.5228177641653905,1
253,2297,0,0,1,0.4444444444444444,0,2,2,2,1,0,1,0.6512437810945274,0.3491577335375191,0
254,2571,0,0,0,0.1388888888888889,1,1,1,1,0,1,3,0.015920398009950265,0.2341500765696784,0
255,2883,0,1,1,0.9305555555555555,0,2,2,2,2,1,2,0.41094527363184075,0.5350689127105666,0
256,4991,0,1,1,0.8472222222222222,2,2,2,2,2,0,1,0.9636815920398009,0.8459418070444104,0
257,4727,0,0,0,0.6944444444444444,2,2,2,2,1,0,1,0.9562189054726368,0.731240428790199,0
258,3504,0,1,0,0.027777777777777776,0,0,0,0,0,1,1,0.26218905472636816,0.922052067381317,1
259,3560,1,1,0,0.40277777777777773,2,0,2,0,0,1,2,0.26616915422885573,0.06370597243491577,0
